epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best
1,30,8,0.07267498970031738,5.545683178000364,True,5.603456028159846,True
2,30,8,0.06349015235900879,5.057392878164837,True,4.940986718899849,True
3,30,8,0.0639181137084961,4.5031336685672105,True,4.23352776006761,True
4,30,8,0.0684657096862793,3.8112132174160562,True,3.261746754490209,True
5,30,8,0.0687093734741211,2.8150394048459173,True,2.1945073033084084,True
6,30,8,0.0699305534362793,1.9499026327979099,True,1.7215147710778016,True
7,30,8,0.07063078880310059,1.680455480734675,True,1.6323273597322523,True
8,30,8,0.06772661209106445,1.6264746507596315,True,1.5917174327713384,True
9,30,8,0.07406210899353027,1.5916405552417952,True,1.5692901399848076,True
10,30,8,0.06903409957885742,1.5671177539805299,True,1.5548780965200826,True
11,30,8,0.06952905654907227,1.5501540292530402,True,1.5456805498572312,True
12,30,8,0.06913137435913086,1.5379828894402687,True,1.5369371023450003,True
13,30,8,0.06911277770996094,1.5285585759937323,True,1.5280882797372126,True
14,30,8,0.06827688217163086,1.5208427091586427,True,1.5192643473241498,True
15,30,8,0.07054591178894043,1.5142577980992158,True,1.511261982801975,True
16,30,8,0.06981778144836426,1.5084521516197713,True,1.503914359882238,True
17,30,8,0.06882596015930176,1.5032652045001198,True,1.4975779680918742,True
18,30,8,0.06917619705200195,1.49873632488432,True,1.4916849618476697,True
19,30,8,0.07003426551818848,1.4946762391355246,True,1.48696311864581,True
20,30,8,0.06759119033813477,1.4910585877761922,True,1.4825468204341192,True
21,30,8,0.07045936584472656,1.4878143103598542,True,1.478462235854571,True
22,30,8,0.06926250457763672,1.484769863463002,True,1.4749011601918351,True
23,30,8,0.06970572471618652,1.4819630081072024,True,1.4714824045598192,True
24,30,8,0.07479381561279297,1.4792795016370328,True,1.4683526451006106,True
25,30,8,0.07261228561401367,1.4766135585849363,True,1.4654037879412127,True
26,30,8,0.07054948806762695,1.474082023314463,True,1.4626309918249547,True
27,30,8,0.06925439834594727,1.4716687345957933,True,1.4600735966985556,True
28,30,8,0.06967997550964355,1.4693867119212085,True,1.4578015220203018,True
29,30,8,0.07202959060668945,1.467233623723168,True,1.4555206958444469,True
30,30,8,0.07173466682434082,1.465169530987362,True,1.4533936137760328,True
31,30,8,0.07111501693725586,1.4631388904930043,True,1.451652791960816,True
32,30,8,0.07193684577941895,1.4612678286895833,True,1.4499834909358522,True
33,30,8,0.07252836227416992,1.4594699115410779,True,1.448404975400681,True
34,30,8,0.07044744491577148,1.457692635223002,True,1.4469507566349307,True
35,30,8,0.07220935821533203,1.4559301740894095,True,1.4453735520243016,True
36,30,8,0.07074451446533203,1.454212257325838,True,1.4439203150043265,True
37,30,8,0.07224845886230469,1.4524602139763998,True,1.4427041067115356,True
38,30,8,0.07825064659118652,1.4507369667826635,True,1.441601522746786,True
39,30,8,0.07326173782348633,1.4490540134617242,True,1.4407389741764653,True
40,30,8,0.07139897346496582,1.4474209438785202,True,1.4398346644646263,True
