epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best
1,30,8,0.15454649925231934,0.3336261548927996,True,0.2731817755867838,True
2,30,8,0.14537739753723145,0.24540689589166592,True,0.2334298499502879,True
3,30,8,0.13211894035339355,0.21684679233222223,True,0.2173432654287143,True
4,30,8,0.13692331314086914,0.19308066604129867,True,0.18455612354192966,True
5,30,8,0.15528368949890137,0.16574822680940093,True,0.1470882023400465,True
6,30,8,0.18392729759216309,0.13895059638944826,True,0.14013187563658516,True
7,30,8,0.17864108085632324,0.12933249828241444,True,0.1281449022489465,True
8,30,8,0.16022133827209473,0.12035350697439601,True,0.12836758660225328,False
9,30,8,0.18418145179748535,0.11418936053859395,True,0.1102793711181553,True
10,30,8,0.17841577529907227,0.1115128605645209,True,0.11072235548162662,False
11,30,8,0.18360018730163574,0.10911561578606603,True,0.11148881442538033,False
12,30,8,0.1885051727294922,0.1065119206905365,True,0.108471858266981,True
13,30,8,0.18201375007629395,0.10520413721721804,True,0.10669696603241792,True
14,30,8,0.1742115020751953,0.10265238324245153,True,0.10183078828715221,True
15,30,8,0.1650846004486084,0.09998618665032301,True,0.10033581754411035,True
16,30,8,0.1794605255126953,0.10341712402882017,False,0.11642561790778241,False
17,30,8,0.18399810791015625,0.10282529255625061,False,0.11894225721752001,False
18,30,8,0.180450439453125,0.09627992574837542,True,0.10988216626102847,False
19,30,8,0.1693875789642334,0.10216498814735644,False,0.09910622185613437,True
20,30,8,0.17748427391052246,0.09701816916245468,False,0.0993554813053691,False
21,30,8,0.18079876899719238,0.09511252971800731,True,0.10279773070291078,False
22,30,8,0.17801761627197266,0.09303349441403194,True,0.09950780782773855,False
23,30,8,0.19248175621032715,0.09171871330349095,True,0.10094859579296776,False
24,30,8,0.18504905700683594,0.09366110986080946,False,0.09543485746747463,True
25,30,8,0.196882963180542,0.0947785897862949,False,0.09818455351884413,False
26,30,8,0.21253657341003418,0.09196693532035116,False,0.11125181366737692,False
27,30,8,0.2013416290283203,0.09001599123982719,True,0.09488353957722029,True
28,30,8,0.18796825408935547,0.08802117144545381,True,0.09773508151707956,False
29,30,8,0.18805837631225586,0.08932352066040039,False,0.10912639152852635,False
30,30,8,0.19416451454162598,0.08835031865548182,False,0.09345122327617003,True
31,30,8,0.19531464576721191,0.08812504495398674,False,0.0992109793638604,False
32,30,8,0.1847672462463379,0.08745819998958168,True,0.0986324045040036,False
33,30,8,0.19089555740356445,0.08605900879677901,True,0.09616204515618784,False
34,30,8,0.19005560874938965,0.08662601450208374,False,0.10120325344354071,False
35,30,8,0.1791698932647705,0.09139375489327069,False,0.10835465436374499,False
36,30,8,0.18214035034179688,0.08664930171265396,False,0.08951401072451029,True
37,30,8,0.20040273666381836,0.08640590948942722,False,0.10206850845496532,False
38,30,8,0.1798098087310791,0.08664053376398217,False,0.1039964870531053,False
39,30,8,0.1912531852722168,0.09371680990569568,False,0.09094461786079809,False
40,30,8,0.2008836269378662,0.0892162760198431,False,0.08918867596162536,True
