epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best
1,30,8,0.35325193405151367,10.095777793570079,True,5.841172031515377,True
2,30,8,0.32416772842407227,5.148106302102239,True,4.310715291668772,True
3,30,8,0.3236703872680664,4.026468577581323,True,3.62327227018451,True
4,30,8,0.320220947265625,3.4674796343101493,True,3.1621799310384104,True
5,30,8,0.3183290958404541,3.134233277350066,True,2.892492836606792,True
6,30,8,0.3180050849914551,2.8805655972381077,True,2.6823642155688567,True
7,30,8,0.3216850757598877,2.7007768720608705,True,2.5399758785553943,True
8,30,8,0.31415891647338867,2.5366016728321625,True,2.4113588066262204,True
9,30,8,0.3185000419616699,2.4079304912148207,True,2.295690507546398,True
10,30,8,0.32183146476745605,2.3357770508420757,True,2.2650382350087797,True
11,30,8,0.3251957893371582,2.2464167623610534,True,2.168957835643571,True
12,30,8,0.3201639652252197,2.1677420887045775,True,2.026967826085962,True
13,30,8,0.3142545223236084,2.0736752525680044,True,1.9969917831602166,True
14,30,8,0.318617582321167,2.0493071052819145,True,1.9859639581178787,True
15,30,8,0.31429529190063477,1.9623739039633568,True,1.8781221821794036,True
16,30,8,0.3208730220794678,1.9231300826057587,True,1.8506272944376865,True
17,30,8,0.32262587547302246,1.8745326336233266,True,1.8466307739269896,True
18,30,8,0.320392370223999,1.9102834567600722,False,1.8378578017858165,True
19,30,8,0.31714510917663574,1.7905246261054888,True,2.1928417156465203,False
20,30,8,0.322251558303833,1.8223123842458917,False,1.7295319243494536,True
21,30,8,0.3131086826324463,1.728886405920655,True,1.8576722759379756,False
22,30,8,0.31766700744628906,1.7383008068692973,False,1.833654625992337,False
23,30,8,0.32088494300842285,1.7023552857583277,True,1.6370138234548357,True
24,30,8,0.3248434066772461,1.676202703554502,True,1.8681924265062921,False
25,30,8,0.3353865146636963,1.701412093173614,False,1.6232501390491394,True
26,30,8,0.3352518081665039,1.6384457935123786,True,1.8128804516011836,False
27,30,8,0.3389430046081543,1.684524580946442,False,1.6021799443264069,True
28,30,8,0.33986520767211914,1.6295930570131119,True,1.6621944205687944,False
29,30,8,0.3355584144592285,1.6585451027156182,False,1.659139276935533,False
30,30,8,0.3367576599121094,1.5594025667768596,True,1.5683795650506347,True
31,30,8,0.3323988914489746,1.5976288166318044,False,1.5931276631833633,False
32,30,8,0.32125139236450195,1.5197839958489003,True,1.483079071659221,True
33,30,8,0.32031774520874023,1.5117472546153488,True,1.4622078552417292,True
34,30,8,0.3189859390258789,1.5791975617282872,False,1.5752246874564553,False
35,30,8,0.3200700283050537,1.6547920677452934,False,1.6160923545942136,False
36,30,8,0.3234679698944092,1.5350831057227274,False,1.7530404290276822,False
37,30,8,0.3229351043701172,1.5267093016706021,False,1.5212728226952719,False
38,30,8,0.3201003074645996,1.5065880444888202,True,1.470279896020134,False
39,30,8,0.3244004249572754,1.5072479322316654,False,1.435241713191539,True
40,30,8,0.31981587409973145,1.4681005832889642,True,1.4403372821737368,False
