epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best
1,30,8,0.07418990135192871,5.5779825268980066,True,5.667412221620554,True
2,30,8,0.07162618637084961,5.048987784380646,True,4.756727524770477,True
3,30,8,0.0693356990814209,3.8263911229126557,True,3.035771841736001,True
4,30,8,0.07703065872192383,2.490836589867613,True,1.9838931642338995,True
5,30,8,0.07789015769958496,1.9081045260776814,True,1.6893823908400007,True
6,30,8,0.07468247413635254,1.6721639352464122,True,1.545998407769732,True
7,30,8,0.07468390464782715,1.5638801001696803,True,1.4892556644669304,True
8,30,8,0.07559418678283691,1.5152877530175504,True,1.465395081634884,True
9,30,8,0.07546472549438477,1.4893715774370977,True,1.4548303660520656,True
10,30,8,0.07410860061645508,1.4728090235650728,True,1.4477970994135647,True
11,30,8,0.07655787467956543,1.4618787807043654,True,1.4426196957087694,True
12,30,8,0.07497310638427734,1.454417490657053,True,1.4388388182570588,True
13,30,8,0.07552528381347656,1.448952365198508,True,1.436586802713219,True
14,30,8,0.07335805892944336,1.4443279467011707,True,1.4348616544648989,True
15,30,8,0.07684540748596191,1.4404049318720447,True,1.4329487172200284,True
16,30,8,0.07630252838134766,1.436845153538705,True,1.430557371318781,True
17,30,8,0.07571840286254883,1.4334950260778667,True,1.4276091760415839,True
18,30,8,0.07575774192810059,1.4303557211897064,True,1.4246389295634398,True
19,30,8,0.07904481887817383,1.4274310704395412,True,1.4216962434674014,True
20,30,8,0.07505178451538086,1.4246773950149794,True,1.418187353779673,True
21,30,8,0.07639455795288086,1.421961121347663,True,1.4153836316015047,True
22,30,8,0.07571125030517578,1.419256178982784,True,1.4126014193360632,True
23,30,8,0.07640767097473145,1.4166258357016817,True,1.40975406920142,True
24,30,8,0.07604026794433594,1.4141818181766,True,1.4071517534467461,True
25,30,8,0.07794427871704102,1.4118309088971823,True,1.4049417706955827,True
26,30,8,0.07665205001831055,1.4096311197361449,True,1.4028314498057461,True
27,30,8,0.07701969146728516,1.4075673017985213,True,1.4007717719677257,True
28,30,8,0.07769203186035156,1.4054483153877944,True,1.3990425254122887,True
29,30,8,0.07871174812316895,1.4033679683961233,True,1.3975279827178342,True
30,30,8,0.07715868949890137,1.4013583716772173,True,1.3961273007559045,True
31,30,8,0.08461451530456543,1.3993789014242266,True,1.3951269736889171,True
32,30,8,0.07929873466491699,1.3974447989287573,True,1.3944122718279315,True
33,30,8,0.07962369918823242,1.3955970823827741,True,1.3939347230645394,True
34,30,8,0.07477068901062012,1.3938370410592906,True,1.3933502312320842,True
35,30,8,0.07740545272827148,1.3921155963553296,True,1.3928070693987853,True
36,30,8,0.07888674736022949,1.3904056839857333,True,1.3920170545829764,True
37,30,8,0.07856583595275879,1.3887351517188888,True,1.391089009382657,True
38,30,8,0.07937955856323242,1.3871027009665904,True,1.3901483094931404,True
39,30,8,0.07695364952087402,1.3854871735275736,True,1.3893611961080758,True
40,30,8,0.07793879508972168,1.383849290885039,True,1.388336366182144,True
