epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best
1,30,8,0.12557578086853027,3.164446384627313,True,2.416334779612492,True
2,30,8,0.0939321517944336,2.3566969156013498,True,2.1194351479773035,True
3,30,8,0.1051933765411377,2.0588223732764015,True,1.8970548964352392,True
4,30,8,0.11156845092773438,1.8456562679445856,True,1.7145456963129255,True
5,30,8,0.11278772354125977,1.6182642971197931,True,1.4180365987161396,True
6,30,8,0.1175699234008789,1.3774843559597463,True,1.2598312531756246,True
7,30,8,0.11626815795898438,1.248051060605578,True,1.108579842820213,True
8,30,8,0.11053872108459473,1.162632707116974,True,1.0768218041095714,True
9,30,8,0.11161613464355469,1.1081488190382058,True,1.0118240605186133,True
10,30,8,0.12170219421386719,1.071927827917661,True,1.037177857149239,False
11,30,8,0.12434196472167969,1.0494928485866333,True,0.9253823714372097,True
12,30,8,0.11566400527954102,1.0286623000343347,True,0.985163107718938,False
13,30,8,0.1087961196899414,1.002670360089859,True,0.895079500068455,True
14,30,8,0.1059122085571289,0.9594421513858541,True,0.9013547841321831,False
15,30,8,0.11525154113769531,0.9316651118091193,True,0.8468782696577916,True
16,30,8,0.11980175971984863,0.9210996211141568,True,0.8665199345243266,False
17,30,8,0.12279605865478516,0.907451259674467,True,0.8275936321446863,True
18,30,8,0.1241617202758789,0.8883698537332078,True,0.8431234799695242,False
19,30,8,0.12691807746887207,0.8843445604177311,True,0.8166312977530007,True
20,30,8,0.12398552894592285,0.8616875025513557,True,0.8185375505918686,False
21,30,8,0.12450265884399414,0.8735570434909687,False,0.8184122931617366,False
22,30,8,0.12540555000305176,0.8817478807951857,False,0.867126279924588,False
23,30,8,0.1285555362701416,0.9037398769586114,False,0.9482751342034265,False
24,30,8,0.1292581558227539,0.9182769664363599,False,1.1821137132966908,False
25,30,8,0.12883925437927246,0.8415968527008387,True,0.8728248228367178,False
26,30,8,0.12334227561950684,0.7609229741781289,True,0.9168543314606487,False
27,30,8,0.12437105178833008,0.7746739991111514,False,0.9429946785365894,False
28,30,8,0.12363910675048828,0.7606533549277559,True,0.9259687130906892,False
29,30,8,0.12304210662841797,0.7539776975275219,True,0.9037591349864585,False
30,30,8,0.1223909854888916,0.7208932048415936,True,0.8720397118404272,False
31,30,8,0.12425112724304199,0.7178359477925326,True,0.8569272419844912,False
32,30,8,0.1281416416168213,0.6995774020048482,True,0.8477087377746606,False
33,30,8,0.12188577651977539,0.6917815241164114,True,0.830888350447984,False
34,30,8,0.12600994110107422,0.6829853734471604,True,0.8228783375861904,False
35,30,8,0.13194918632507324,0.6790237686072634,True,0.8401239779330357,False
36,30,8,0.12657618522644043,0.6751981564534881,True,0.8527125243526326,False
37,30,8,0.12685084342956543,0.679548150980737,False,0.8601716620239813,False
38,30,8,0.12383222579956055,0.6619516572076138,True,0.8589038974757934,False
39,30,8,0.12671518325805664,0.632601587139188,True,0.8216128635054027,False
40,30,8,0.13023090362548828,0.6176372739745042,True,0.8107823703080069,True
