metrics,no_rounding,no_rounding,no_rounding,no_rounding,no_rounding,no_rounding,no_rounding,no_rounding,mathematical,mathematical,mathematical,mathematical,mathematical,mathematical,mathematical,mathematical
model,rmse,rmse_macroaveraged,mae,mae_macroaveraged,mse_macroaveraged,somers_d,accuracy,accuracy1,rmse,rmse_macroaveraged,mae,mae_macroaveraged,mse_macroaveraged,somers_d,accuracy,accuracy1
0,2.4530065999320803,3.473600070707428,1.8793103448275863,2.480361729272328,12.06589745121865,0.7660471964662342,,,2.4530065999320803,3.473600070707428,1.8793103448275863,2.480361729272328,12.06589745121865,0.7660471964662342,0.1853448275862069,0.44396551724137934
1,0.9988551799337826,1.131070436664387,0.6041189931350115,0.7331788982659863,1.2793203326961666,0.9270247077310568,,,0.9988551799337826,1.131070436664387,0.6041189931350115,0.7331788982659863,1.2793203326961666,0.9270247077310568,0.5469107551487414,0.8718535469107551
2,0.9130142257665645,1.0120570423664994,0.5855572998430141,0.6809466261245177,1.0242594570036265,0.9238288435059543,,,0.9130142257665645,1.0120570423664994,0.5855572998430141,0.6809466261245177,1.0242594570036265,0.9238288435059543,0.5227629513343799,0.9042386185243328
3,0.7987445345923931,0.8665789344187045,0.4874551971326165,0.5463976016795243,0.7509590495782573,0.9379661799363445,,,0.7987445345923931,0.8665789344187045,0.4874551971326165,0.5463976016795243,0.7509590495782573,0.9379661799363445,0.5758661887694145,0.945041816009558
4,0.7959011537977196,0.8942339437643164,0.4793233082706767,0.5630911819246847,0.7996543461802825,0.9434903821453936,,,0.7959011537977196,0.8942339437643164,0.4793233082706767,0.5630911819246847,0.7996543461802825,0.9434903821453936,0.5808270676691729,0.9511278195488722
5,0.7832696792397491,0.8674751028233306,0.47682639434406915,0.5455008969831433,0.752513054018348,0.9465114625817205,,,0.7832696792397491,0.8674751028233306,0.47682639434406915,0.5455008969831433,0.752513054018348,0.9465114625817205,0.5789473684210527,0.9536527886881383
6,0.741574354745857,0.8774427046259459,0.4257759784075574,0.5320310916464426,0.769905699901295,0.9520053267021327,,,0.741574354745857,0.8774427046259459,0.4257759784075574,0.5320310916464426,0.769905699901295,0.9520053267021327,0.6255060728744939,0.9554655870445344
7,0.7778667890072039,0.91069087970239,0.461038961038961,0.5939883401255878,0.8293578783731131,0.9530657936877173,,,0.7778667890072039,0.91069087970239,0.461038961038961,0.5939883401255878,0.8293578783731131,0.9530657936877173,0.602125147579693,0.9433293978748524
8,0.8589223793836367,0.9956218360825322,0.5302398331595412,0.6692813510968868,0.9912628404843526,0.9510837683120368,,,0.8589223793836367,0.9956218360825322,0.5302398331595412,0.6692813510968868,0.9912628404843526,0.9510837683120368,0.5620437956204379,0.9181438998957248
9,0.6958627491872569,0.7990265916895647,0.3836305441243713,0.47917579161444346,0.6384434942270423,0.9597003002140333,,,0.6958627491872569,0.7990265916895647,0.3836305441243713,0.47917579161444346,0.6384434942270423,0.9597003002140333,0.6584362139917695,0.9629629629629629
10,0.7040205683055449,0.8109714471002505,0.39776026545002074,0.4938477354298518,0.6576746880118745,0.9567080670242335,,,0.7040205683055449,0.8109714471002505,0.39776026545002074,0.4938477354298518,0.6576746880118745,0.9567080670242335,0.643716300290336,0.9630858564910826
11,0.6997706046145185,0.7950012782899594,0.3780581039755352,0.4633857005340136,0.6320270324826694,0.9598407287692793,,,0.6997706046145185,0.7950012782899594,0.3780581039755352,0.4633857005340136,0.6320270324826694,0.9598407287692793,0.661697247706422,0.9682721712538226
12,0.715287429774374,0.8248051529531083,0.3783497884344147,0.4751774189996993,0.6803035403380003,0.9605893963731682,,,0.715287429774374,0.8248051529531083,0.3783497884344147,0.4751774189996993,0.6803035403380003,0.9605893963731682,0.6664315937940761,0.9643864598025388
13,0.6886920931911839,0.772120357648112,0.35531846104106046,0.435105224156893,0.5961698466946485,0.9599510594565652,,,0.6886920931911839,0.772120357648112,0.35531846104106046,0.435105224156893,0.5961698466946485,0.9599510594565652,0.6808923375363725,0.9728419010669254
14,0.7178674907079117,0.8116411387990007,0.3644016837041491,0.44725738626780676,0.6587613381909386,0.9602656237877538,,,0.7178674907079117,0.8116411387990007,0.3644016837041491,0.44725738626780676,0.6587613381909386,0.9602656237877538,0.6767889356584486,0.9705351773902585
15,0.7197913221978383,0.7959259027613946,0.3665158371040724,0.4345092385609725,0.6334980426865411,0.9598507933510626,,,0.7197913221978383,0.7959259027613946,0.3665158371040724,0.4345092385609725,0.6334980426865411,0.9598507933510626,0.6767533936651584,0.9680429864253394
16,0.7412413930557726,0.8187111460690797,0.39230358097274187,0.4628075383979847,0.6702879406977459,0.9557325453321454,,,0.7412413930557726,0.8187111460690797,0.39230358097274187,0.4628075383979847,0.6702879406977459,0.9557325453321454,0.6541956173169428,0.9652592196686264
17,0.6993446714119687,0.7607806879283943,0.3557802803953114,0.41567557224139623,0.5787872551248009,0.9609774177618872,,,0.6993446714119687,0.7607806879283943,0.3557802803953114,0.41567557224139623,0.5787872551248009,0.9609774177618872,0.6860491840956102,0.967363824408182
18,0.6981647385194503,0.7602904529407868,0.346779303062302,0.40855791633124705,0.5780415728329067,0.9626148287010828,,,0.6981647385194503,0.7602904529407868,0.346779303062302,0.40855791633124705,0.5780415728329067,0.9626148287010828,0.6986272439281943,0.963674762407603
19,0.6668184405255861,0.7305919116110551,0.3337381096943938,0.4041784903491441,0.5337645413114958,0.9640785965756091,,,0.6668184405255861,0.7305919116110551,0.3337381096943938,0.4041784903491441,0.5337645413114958,0.9640785965756091,0.7063347500505971,0.9670107265735681
20,0.7347650520668447,0.7906291123324037,0.3947215214438191,0.4472432731553116,0.6250943932675247,0.957646327234772,,,0.7347650520668447,0.7906291123324037,0.3947215214438191,0.4472432731553116,0.6250943932675247,0.957646327234772,0.6543760915971278,0.9598292256937706
